Series	ItemCode	U_COD_ANTIGO	ItemName	ForeignName	ItemsGroupCode	PurchaseItem	SalesItem	InventoryItem	SalesUnit	PurchaseUnit	InventoryUOM	ItemClass
83	EQUIP000061	78338973	RODA PE MOLDURA EVA FLEXIVEL RODA MEIO	RODA PE MOLDURA EVA FLEXIVEL RODA MEIO	109	tYES	tNO	tYES	UN	UNIDADE	UN	1
83	EQUIP000062	78338974	ROLO MASSAGEM LIBERAÇÃO MIOFASCIAL	ROLO MASSAGEM LIBERAÇÃO MIOFASCIAL	109	tYES	tNO	tYES	UN	UNIDADE	UN	1
83	EQUIP000063	78338934	SAMSUNG GALAXY A03 CORE 32 GB 4G TELA 6,5 PRETO	SAMSUNG GALAXY A03 CORE 32 GB 4G TELA 6,5 PRETO	109	tYES	tNO	tYES	UN	UNIDADE	UN	1
83	EQUIP000064	50693	SISTEMA DE DRENAGEM DE FLUIDOS CORPORAIS 1000 ML 1,5 X 3,0	SISTEMA DE DRENAGEM DE FLUIDOS CORPORAIS 1000 ML 1,5 X 3,0	109	tYES	tNO	tYES	UN	UNIDADE	UN	1
83	EQUIP000065	78338952	SISTEMA DE RAIO -X MOVEL (ARCO CIRURGICO) ZENITION 10	SISTEMA DE RAIO -X MOVEL (ARCO CIRURGICO) ZENITION 10	109	tYES	tNO	tYES	UN	UNIDADE	UN	1
83	EQUIP000066	78339051	TERMOMETRO LASER DIGITAL INDUSTRIAL	TERMOMETRO LASER DIGITAL INDUSTRIAL	109	tYES	tNO	tYES	UN	UNIDADE	UN	1
83	EQUIP000067	50348	UMIDIFICADOR DE OXIGENIO 250 ML	UMIDIFICADOR DE OXIGENIO 250 ML	109	tYES	tNO	tYES	UN	UNIDADE	UN	1
83	EQUIP000068	78338975	VACUOMETRO C/ FRASCO VIDRO 500ML	VACUOMETRO C/ FRASCO VIDRO 500ML	109	tYES	tNO	tYES	UN	UNIDADE	UN	1
83	EQUIP000069	50553	VALVULA REGULADORA DE PRESSAO REDE POSTO AR	VALVULA REGULADORA DE PRESSAO REDE POSTO AR	109	tYES	tNO	tYES	UN	UNIDADE	UN	1
83	EQUIP000070	50554	VALVULA REGULADORA REG REDE OXIGENIO	VALVULA REGULADORA REG REDE OXIGENIO	109	tYES	tNO	tYES	UN	UNIDADE	UN	1
83	EQUIP000071	78338806	VAPORIZADOR CALIBRADO SERVOFLURANE SELECTATEC	VAPORIZADOR CALIBRADO SERVOFLURANE SELECTATEC	109	tYES	tNO	tYES	UN	UNIDADE	UN	1
84	MATC000001	50399	PAPEL TOALHA INTERFOLHADO 21X20X4800 2D FLORAX PREMIUM	PAPEL TOALHA INTERFOLHADO 21X20X4800 2D FLORAX PREMIUM	157	tYES 	tNO 	tYES	UN	UNIDADE	UN	1
84	MATC000002	50400	PAPEL TOALHA ROLO 6X20X200 FLORAX PREMIUM	PAPEL TOALHA ROLO 6X20X200 FLORAX PREMIUM	157	tYES 	tNO 	tYES	UN	UNIDADE	UN	1
84	MATC000003	50402	SABONETE REFIL ESP PITANGA 800 ML PLUS EXACCTA	SABONETE REFIL ESP PITANGA 800 ML PLUS EXACCTA	157	tYES 	tNO 	tYES	UN	UNIDADE	UN	1
84	MATC000004	50535	ALCOOL SPRAY ANTISSEP PLUS EXACCTA CAIXA C OM 6 SACHÊS	ALCOOL SPRAY ANTISSEP PLUS EXACCTA CAIXA C OM 6 SACHÊS	157	tYES 	tNO 	tYES	UN	UNIDADE	UN	1
84	MATC000005	50616	ALCOOL 70% GALÃO 5L	ALCOOL 70% GALÃO 5L	157	tYES 	tNO 	tYES	UN	UNIDADE	UN	1
84	MATC000006	50406	DETERGENTE NEUTRO BIO KRISS 500ML	DETERGENTE NEUTRO BIO KRISS 500ML	157	tYES 	tNO 	tYES	UN	UNIDADE	UN	1
84	MATC000007	50409	SACO LIXO PRETO 60L 50X65X0,04	SACO LIXO PRETO 60L 50X65X0,04	157	tYES 	tNO 	tYES	UN	UNIDADE	UN	1
84	MATC000008	50441	SACO LIXO INF 200L COM 100 UNIDADES	SACO LIXO INF 200L COM 100 UNIDADES	157	tYES 	tNO 	tYES	UN	UNIDADE	UN	1
84	MATC000009	50592	GRAMPEADOR PEQUENO	GRAMPEADOR PEQUENO	155	tYES 	tNO 	tYES	UN	UNIDADE	UN	1
84	MATC000010	50593	EXTRATOR DE GRAMPO	EXTRATOR DE GRAMPO	155	tYES 	tNO 	tYES	UN	UNIDADE	UN	1
84	MATC000011	50595	GRAMPO PARA GRAMPEADOR 26/6	GRAMPO PARA GRAMPEADOR 26/6	155	tYES 	tNO 	tYES	UN	UNIDADE	UN	1
84	MATC000012	50608	MARCA TEXTO AMARELO	MARCA TEXTO AMARELO	155	tYES 	tNO 	tYES	UN	UNIDADE	UN	1
84	MATC000013	78339038	ABRACADEIRA ROSC	ABRACADEIRA ROSC	154	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000014	78339123	ANEL DE VEDACAO PARA VASO SANITARIO	ANEL DE VEDACAO PARA VASO SANITARIO	154	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000015	78339081	ARAME GALVANIZADO	ARAME GALVANIZADO	154	tYES 	tNO 	tYES	UN	RL	RL	1
84	MATC000016	78339031	ARRUELA	ARRUELA	154	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000017	78339036	BENJAMIM	BENJAMIM	154	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000018	78339039	BICO PARA TORNEIRA	BICO PARA TORNEIRA	154	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000019	78339030	BROCA SDS PLUS PARA MARTELETE	BROCA SDS PLUS PARA MARTELETE	154	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000020	78339075	BUCHA PARA GESSO	BUCHA PARA GESSO	154	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000021	78339032	BUCHA PLASTICA PARA PAREDE	BUCHA PLASTICA PARA PAREDE	154	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000022	78339042	CABIDE	CABIDE	154	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000023	78339088	CABO FLEXIVEL 5MM - DIVERSOS	CABO FLEXIVEL 5MM	154	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000024	78339035	CANTONEIRA PESADA	CANTONEIRA PESADA	154	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000025	78339034	COLA ADESIVA  FIXATUDO400GR	COLA ADESIVA  FIXATUDO400GR	154	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000026	78339033	COLA INSTANTANEA 20G	COLA INSTANTANEA 20G	154	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000027	78339084	COLA PARA TUBO SOLDAVEL	COLA PARA TUBO SOLDAVEL	154	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000028	78339077	CONECTOR WAGO	CONECTOR WAGO	154	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000029	78339080	ESPATULA RETANGULAR CROMADA 10/60/10	ESPATULA RETANGULAR CROMADA 10/60/10	154	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000030	78339089	ESPUDE PARA VASO SANITARIO	ESPUDE PARA VASO SANITARIO	154	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000031	78339082	EXAUSTOR BIVOLT	EXAUSTOR BIVOLT	154	tYES 	tNO 	tYES	UN	UND	UN	1
84	MATC000032	78339120	FITA ISOLACAO PU TECTAPE 48MMX50	FITA ISOLACAO PU TECTAPE 48MMX50	154	tYES 	tNO 	tYES	UN	PC	PC	1
84	MATC000033	78339087	FITA VEDA ROSCA	FITA VEDA ROSCA	154	tYES 	tNO 	tYES	UN	UND	UN	1
84	MATC000034	78339093	GANCHO SIMPLES COM BUCHA	GANCHO SIMPLES COM BUCHA	154	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000035	78339083	JOELHO SOLDAVEL  90º	JOELHO SOLDAVEL  90º	154	tYES 	tNO 	tYES	UN	UND	UN	1
84	MATC000036	78339037	LAMPADA DE LED 20W	LAMPADA DE LED 20W	154	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000037	78338771	LIXA MASSA 120 - DIVERSOS	LIXA MASSA 120 - DIVERSOS	154	tYES 	tNO 	tYES	UN	UNIDADE	UN	1
84	MATC000038	78339092	LUMINARIA LED SOBREP QUAD	LUMINARIA LED SOBREP QUAD	154	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000039	78339091	LUVA DE CORRER PARA TUBO SOLDAVEL	LUVA DE CORRER PARA TUBO SOLDAVEL	154	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000040	78339090	LUVA SOLDAVEL	LUVA SOLDAVEL	154	tYES 	tNO 	tYES	UN	UND	UN	1
84	MATC000041	78339085	LUVA SOLDAVEL/ROSCA	LUVA SOLDAVEL/ROSCA	154	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000042	78338816	MACARANDUBA SERRADA EM VIGOTA (RIPA)	MACARANDUBA SERRADA EM VIGOTA (RIPA)	154	tYES 	tNO 	tYES	UN	UNIDADE	UN	1
84	MATC000043	78339040	MANGUEIRA DE JARDIM	MANGUEIRA DE JARDIM	154	tYES 	tNO 	tYES	UN	RL	RL	1
84	MATC000044	78339041	MANGUEIRA DE NIVEL	MANGUEIRA DE NIVEL	154	tYES 	tNO 	tYES	UN	MT	MT	1
84	MATC000045	78338606	MARCO DE GRANITO BRANCO	MARCO DE GRANITO BRANCO SIENA 2CM	154	tYES 	tNO 	tYES	UN	UNI	UN	1
84	MATC000046	78339126	PAINEL DE LED 12W/18W/24W/36W/40W	PAINEL DE LED 12W/18W/24W/36W/40W	154	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000047	78338803	PARAFUSO AAT INOX PAN PHIL 5,5X19	PARAFUSO AAT INOX PAN PHIL 5,5X19	154	tYES 	tNO 	tYES	UN	UNIDADE	UN	1
84	MATC000048	78339027	PARAFUSO AUTO BROC	PARAFUSO AUTO BROC	154	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000049	78339028	PARAFUSO CHIP	PARAFUSO CHIP	154	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000050	78339079	PARAFUSO DTA45	PARAFUSO DTA45	154	tYES 	tNO 	tYES	UN	UN	UN	1
84	MATC000051	78339122	PARAFUSO PARA VASO SANITARIO	PARAFUSO PARA VASO SANITARIO	154	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000052	78338772	PREGO 15X15 C/CABEÇA KG	PREGO 15X15 C/CABEÇA KG	154	tYES 	tNO 	tYES	UN	PACOTE	PACOTE	1
84	MATC000053	78339029	RELE FOTO CELULA	RELE FOTO CELULA	154	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000054	78338774	TINTA ESM SEC BR MARFIM	TINTA ESM SEC BR MARFIM	154	tYES 	tNO 	tYES	UN	UNIDADE	UN	1
84	MATC000055	78338658	TINTA LATEX 18L	TINTA LATEX 18L 3 EM 1 CORAL	154	tYES 	tNO 	tYES	UN	LATA	LATA	1
84	MATC000056	78339125	TINTA SUPER LAVAVEL 18LT	TINTA SUPER LAVAVEL 18LT	154	tYES 	tNO 	tYES	UN	LATA	LATA	1
84	MATC000057	78339078	TOMADA 10A C/PLACA	TOMADA 10A C/PLACA	154	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000058	78339116	TUBO DE COBRE FLEXIVEL 3/8=9,52MM	TUBO DE COBRE FLEXIVEL 3/8=9,52MM	154	tYES 	tNO 	tYES	UN	KG	KG	1
84	MATC000059	78339117	TUBO DE COBRE PANQUECA	TUBO DE COBRE PANQUECA	154	tYES 	tNO 	tYES	UN	KG	KG	1
84	MATC000060	78339118	TUBO ISOLANTE POLIETILENO INVERTER BR 1/4 6MM	TUBO ISOLANTE POLIETILENO INVERTER BR 1/4 6MM	154	tYES 	tNO 	tYES	UN	PC	PC	1
84	MATC000061	78339119	TUBO ISOLANTE POLIETILENO INVERTER BR 3/8 10MM	TUBO ISOLANTE POLIETILENO INVERTER BR 3/8 10MM	154	tYES 	tNO 	tYES	UN	PC	PC	1
84	MATC000062	78339124	VALVULA PARA LAVATORIO	VALVULA PARA LAVATORIO	154	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000063	78339001	ACP 4754PR, Pasta Personalite, A4, 75 mm, 4 Argolas, Preta	ACP 4754PR, Pasta Personalite, A4, 75 mm, 4 Argolas, Preta	155	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000064	78338897	Adaptador de rede USB RJ45 fêmea WI272 Multi CX 1 UN	Adaptador de rede USB RJ45 fêmea WI272 Multi CX 1 UN	155	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000065	78338682	ADESIVO FITA DUPLA FACE TRANSPARENTE RESISTENTE	ADESIVO FITA DUPLA FACE TRANSPARENTE RESISTENTE	155	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000066	78339121	ADESIVO VINIL 15X15 FOSCO -LIXO INFECTANTE	ADESIVO VINIL 15X15 FOSCO -LIXO INFECTANTE	155	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000067	78339064	Agenda Diária 2024 Spiral	Agenda Diária 2024 Spiral	155	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000068	78338587	Almofada carimbo N.3 azul 6,7x11,0cm Pilot CX 1 UN	Almofada carimbo N.3 azul 6,7x11,0cm Pilot CX 1 UN	155	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000069	78339058	ANTOINETTE JARRA 1,4 LT	ANTOINETTE JARRA 1,4 LT	155	tYES 	tNO 	tYES	UN	UNIDADE	UN	1
84	MATC000070	50712	Apagador para Quadro Branco 002	Apagador para Quadro Branco 002	155	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000071	78338637	Apoio Ergonomico para Pés em Plástico ABS	Apoio Ergonomico para Pés em Plástico ABS	155	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000072	50714	Apontador com Deposito Plástico, Faber-Castell	Apontador com Deposito Plástico, Faber-Castell	155	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000073	78338786	ARQUIVO MORTO 35X25X13CM POL	ARQUIVO MORTO 35X25X13CM POL	155	tYES 	tNO 	tYES	UN	UNIDADES	UN	1
84	MATC000074	78338575	Bateria 2032 Para Glicosímetros 3V	Bateria 2032 Para Glicosímetros 3V	155	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000075	50692	BATERIA ALCALINA A23 12V	BATERIA ALCALINA A23 12V	155	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000076	78339025	BLOCO 10X2	BLOCO 10X2	155	tYES 	tNO 	tYES	UN	UN	UN	1
84	MATC000077	78338763	BLOCO 60X2 VIAS NAS MEDIDAS 21X29,7 CM INTERCALAÇÃO BLOCAGEM	BLOCO 60X2 VIAS NAS MEDIDAS 21X29,7 CM INTERCALAÇÃO BLOCAGEM	155	tYES 	tNO 	tYES	UN	UN	UN	1
84	MATC000078	78338580	Bloco autoadesivo 50x50 neon cores c/250fls Stick Note PT 1 UN	Bloco autoadesivo 50x50 neon cores c/250fls Stick Note PT 1 UN	155	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000079	78339063	BOBINA FRACIONAMENTO DE AMPOLA 3 X 7	BOBINA FRACIONAMENTO DE AMPOLA 3 X 7	155	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000080	78339067	BOBINA FRACIONAMENTO DE AMPOLAS 3 X 7	BOBINA FRACIONAMENTO DE AMPOLAS 3 X 7	155	tYES 	tNO 	tYES	UN	UNID	UN	1
